frame,detections,avg_conf,min_conf,max_conf
129,3,0.333251953125,0.272705078125,0.449462890625
130,1,0.362060546875,0.362060546875,0.362060546875
131,1,0.436767578125,0.436767578125,0.436767578125
132,1,0.43017578125,0.43017578125,0.43017578125
133,1,0.4111328125,0.4111328125,0.4111328125
134,1,0.30810546875,0.30810546875,0.30810546875
135,1,0.287841796875,0.287841796875,0.287841796875
136,1,0.42626953125,0.42626953125,0.42626953125
137,2,0.3502197265625,0.267333984375,0.43310546875
138,1,0.4130859375,0.4130859375,0.4130859375
139,2,0.3414306640625,0.282958984375,0.39990234375
140,1,0.436767578125,0.436767578125,0.436767578125
141,2,0.3914794921875,0.296630859375,0.486328125
142,1,0.435791015625,0.435791015625,0.435791015625
143,1,0.452392578125,0.452392578125,0.452392578125
144,1,0.4609375,0.4609375,0.4609375
145,1,0.4638671875,0.4638671875,0.4638671875
146,1,0.39794921875,0.39794921875,0.39794921875
147,1,0.373779296875,0.373779296875,0.373779296875
148,2,0.306396484375,0.260498046875,0.352294921875
149,2,0.311279296875,0.253173828125,0.369384765625
150,2,0.3642578125,0.29345703125,0.43505859375
151,2,0.3360595703125,0.32080078125,0.351318359375
152,1,0.419677734375,0.419677734375,0.419677734375
153,1,0.342529296875,0.342529296875,0.342529296875
154,1,0.356689453125,0.356689453125,0.356689453125
155,0,0,0,0
156,0,0,0,0
157,1,0.26904296875,0.26904296875,0.26904296875
158,1,0.33203125,0.33203125,0.33203125
159,1,0.275146484375,0.275146484375,0.275146484375
160,1,0.30908203125,0.30908203125,0.30908203125
161,1,0.37109375,0.37109375,0.37109375
162,1,0.37109375,0.37109375,0.37109375
163,2,0.48291015625,0.478515625,0.4873046875
164,2,0.4869384765625,0.453369140625,0.5205078125
165,2,0.504638671875,0.42431640625,0.5849609375
166,2,0.3828125,0.294921875,0.470703125
167,2,0.33740234375,0.3251953125,0.349609375
168,2,0.42529296875,0.33984375,0.5107421875
169,2,0.4859619140625,0.442626953125,0.529296875
170,2,0.4586181640625,0.382080078125,0.53515625
171,2,0.5047607421875,0.437744140625,0.57177734375
172,2,0.3624267578125,0.2783203125,0.446533203125
173,0,0,0,0
174,1,0.29345703125,0.29345703125,0.29345703125
175,1,0.25537109375,0.25537109375,0.25537109375
176,1,0.294189453125,0.294189453125,0.294189453125
177,1,0.256103515625,0.256103515625,0.256103515625
178,0,0,0,0
179,0,0,0,0
180,1,0.259033203125,0.259033203125,0.259033203125
181,1,0.316650390625,0.316650390625,0.316650390625
182,0,0,0,0
183,1,0.26513671875,0.26513671875,0.26513671875
184,1,0.2861328125,0.2861328125,0.2861328125
185,1,0.257568359375,0.257568359375,0.257568359375
186,0,0,0,0
187,1,0.269775390625,0.269775390625,0.269775390625
188,1,0.359375,0.359375,0.359375
189,1,0.37744140625,0.37744140625,0.37744140625
190,1,0.325927734375,0.325927734375,0.325927734375
191,0,0,0,0
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,0,0,0,0
200,0,0,0,0
201,0,0,0,0
202,0,0,0,0
203,0,0,0,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,0,0,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,0,0
212,0,0,0,0
213,0,0,0,0
214,0,0,0,0
215,0,0,0,0
216,0,0,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,0,0
224,0,0,0,0
225,0,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,0,0,0
229,0,0,0,0
230,1,0.810546875,0.810546875,0.810546875
231,2,0.6016845703125,0.326904296875,0.87646484375
232,2,0.85302734375,0.85009765625,0.85595703125
233,2,0.890625,0.880859375,0.900390625
234,2,0.868896484375,0.83447265625,0.9033203125
235,3,0.7361653645833334,0.41015625,0.90673828125
236,3,0.7119954427083334,0.345947265625,0.90185546875
237,3,0.86474609375,0.8388671875,0.89013671875
238,3,0.8855794270833334,0.83935546875,0.92041015625
239,3,0.8800455729166666,0.8232421875,0.9111328125
240,4,0.820068359375,0.7265625,0.91064453125
241,4,0.8282470703125,0.71533203125,0.8896484375
242,5,0.7796875,0.55908203125,0.892578125
243,5,0.78125,0.4833984375,0.90185546875
244,6,0.7716878255208334,0.405517578125,0.89013671875
245,5,0.85732421875,0.7626953125,0.91552734375
246,8,0.69964599609375,0.3310546875,0.91943359375
247,8,0.7633056640625,0.39697265625,0.91357421875
248,6,0.8455403645833334,0.6875,0.92138671875
249,7,0.7884347098214286,0.3876953125,0.9189453125
250,6,0.85107421875,0.68359375,0.9150390625
251,7,0.7603236607142857,0.2705078125,0.89111328125
252,7,0.8243582589285714,0.5498046875,0.91796875
253,7,0.8357979910714286,0.6103515625,0.90576171875
254,8,0.804779052734375,0.279052734375,0.91064453125
255,7,0.8849748883928571,0.84716796875,0.91064453125
256,7,0.8952287946428571,0.84716796875,0.93017578125
257,7,0.8967633928571429,0.873046875,0.91552734375
258,8,0.870849609375,0.76904296875,0.9365234375
259,10,0.8158935546875,0.276611328125,0.9326171875
260,10,0.864501953125,0.70263671875,0.9326171875
261,10,0.878369140625,0.80078125,0.9365234375
262,12,0.8226521809895834,0.301513671875,0.9267578125
263,12,0.8392537434895834,0.406494140625,0.916015625
264,13,0.8276930588942307,0.341552734375,0.92431640625
265,12,0.8927408854166666,0.83203125,0.92578125
266,12,0.8895670572916666,0.8447265625,0.91357421875
267,13,0.841796875,0.25244140625,0.9287109375
268,12,0.896728515625,0.86865234375,0.93359375
269,12,0.8898518880208334,0.8623046875,0.91357421875
270,12,0.8944905598958334,0.861328125,0.91259765625
271,13,0.8536470853365384,0.320068359375,0.921875
272,13,0.8462853064903846,0.362060546875,0.91162109375
273,14,0.8419015066964286,0.30908203125,0.94482421875
274,14,0.8765694754464286,0.7958984375,0.9140625
275,15,0.87822265625,0.732421875,0.931640625
276,17,0.81201171875,0.291748046875,0.9228515625
277,16,0.8619384765625,0.6953125,0.921875
278,16,0.880615234375,0.79931640625,0.9228515625
279,19,0.830090974506579,0.352294921875,0.91943359375
280,19,0.8448550575657895,0.294921875,0.9130859375
281,19,0.8514982524671053,0.290283203125,0.9150390625
282,18,0.8795030381944444,0.79052734375,0.9208984375
283,18,0.8798285590277778,0.7890625,0.9228515625
284,19,0.8778268914473685,0.67138671875,0.91162109375
285,20,0.84886474609375,0.280517578125,0.90966796875
286,20,0.85745849609375,0.323486328125,0.9365234375
287,22,0.8289351029829546,0.289306640625,0.93212890625
288,21,0.8522484188988095,0.303955078125,0.9189453125
289,23,0.8458198879076086,0.259033203125,0.91650390625
290,22,0.8787064985795454,0.7880859375,0.91650390625
291,23,0.8635360054347826,0.3603515625,0.94140625
292,23,0.8793308423913043,0.607421875,0.9345703125
293,24,0.8544413248697916,0.296630859375,0.94873046875
294,23,0.8735988451086957,0.5869140625,0.9345703125
295,23,0.8643321161684783,0.251708984375,0.935546875
296,22,0.8927778764204546,0.8291015625,0.92724609375
297,22,0.8852095170454546,0.7734375,0.9287109375
298,22,0.8902920809659091,0.79833984375,0.9404296875
299,23,0.8628248131793478,0.272705078125,0.9521484375
300,23,0.8671875,0.30078125,0.951171875
301,22,0.893310546875,0.78515625,0.9248046875
302,24,0.8641153971354166,0.43212890625,0.9443359375
303,24,0.8632914225260416,0.287841796875,0.94873046875
304,23,0.8885869565217391,0.72021484375,0.947265625
305,23,0.8805197010869565,0.6669921875,0.9326171875
306,25,0.849990234375,0.301513671875,0.93017578125
307,24,0.8861287434895834,0.806640625,0.93359375
308,25,0.864404296875,0.326904296875,0.93310546875
309,25,0.882265625,0.681640625,0.93798828125
310,27,0.8664641203703703,0.388671875,0.94189453125
311,28,0.85113525390625,0.277587890625,0.94677734375
312,26,0.8885779747596154,0.810546875,0.94482421875
313,26,0.8917705829326923,0.810546875,0.93359375
314,27,0.8641131365740741,0.2783203125,0.92041015625
315,27,0.8723777488425926,0.505859375,0.95068359375
316,28,0.8511701311383929,0.33203125,0.93994140625
317,27,0.8653157552083334,0.309814453125,0.9267578125
318,27,0.8760398582175926,0.446533203125,0.9267578125
319,28,0.8682076590401786,0.320068359375,0.93310546875
320,27,0.8870804398148148,0.7734375,0.9501953125
321,28,0.8816441127232143,0.57666015625,0.921875
322,28,0.8737967354910714,0.37744140625,0.94482421875
323,27,0.8956163194444444,0.80908203125,0.95166015625
324,28,0.8801705496651786,0.403564453125,0.947265625
325,27,0.8873155381944444,0.77734375,0.93505859375
326,29,0.8648976293103449,0.4873046875,0.92724609375
327,29,0.8600737473060345,0.302490234375,0.94677734375
328,29,0.8543490705818966,0.279052734375,0.94873046875
329,30,0.8511800130208333,0.30908203125,0.93994140625
330,29,0.8542396282327587,0.33447265625,0.935546875
331,30,0.8576253255208334,0.320068359375,0.93505859375
332,30,0.841162109375,0.36669921875,0.943359375
333,30,0.8526448567708333,0.43212890625,0.95849609375
334,29,0.8625404094827587,0.32080078125,0.931640625
335,29,0.8567820581896551,0.3701171875,0.92578125
336,29,0.8648807920258621,0.466796875,0.9345703125
337,29,0.8551993534482759,0.31494140625,0.93017578125
338,29,0.8542059536637931,0.3251953125,0.9501953125
339,32,0.830413818359375,0.299072265625,0.92529296875
340,32,0.836151123046875,0.2568359375,0.9228515625
341,32,0.8537521362304688,0.290283203125,0.92919921875
342,31,0.8525390625,0.27587890625,0.9228515625
343,32,0.8521881103515625,0.32421875,0.96142578125
344,32,0.842620849609375,0.33203125,0.92431640625
345,32,0.8496170043945312,0.294921875,0.923828125
346,33,0.8423221472537878,0.296630859375,0.93212890625
347,33,0.847463896780303,0.338134765625,0.9326171875
348,33,0.8566450639204546,0.316650390625,0.955078125
349,31,0.8779375630040323,0.326904296875,0.92578125
350,33,0.85107421875,0.290283203125,0.9267578125
351,35,0.8429896763392857,0.30322265625,0.9228515625
352,34,0.8495447495404411,0.3056640625,0.9306640625
353,36,0.8459879557291666,0.285400390625,0.94873046875
354,36,0.8372328016493056,0.29345703125,0.92431640625
355,36,0.8536173502604166,0.303955078125,0.93408203125
356,35,0.8602469308035714,0.279052734375,0.93994140625
357,34,0.8733915441176471,0.484375,0.92919921875
358,36,0.8598971896701388,0.299072265625,0.93701171875
359,38,0.838732267680921,0.316650390625,0.92724609375
360,37,0.8831688133445946,0.71875,0.94775390625
361,37,0.876293285472973,0.462890625,0.9287109375
362,37,0.8816115920608109,0.61962890625,0.93359375
363,36,0.8975287543402778,0.81884765625,0.95068359375
364,36,0.8844943576388888,0.77392578125,0.931640625
365,38,0.8718518708881579,0.4697265625,0.9287109375
366,37,0.8844620988175675,0.79931640625,0.9375
367,39,0.8676695212339743,0.302490234375,0.95751953125
368,39,0.8729654947916666,0.332763671875,0.95654296875
369,39,0.8761768830128205,0.6103515625,0.94189453125
370,39,0.8850535857371795,0.6396484375,0.96044921875
371,42,0.8565615699404762,0.25244140625,0.92822265625
372,41,0.8728086890243902,0.25537109375,0.9501953125
373,41,0.8746784489329268,0.388671875,0.93603515625
374,41,0.8799185403963414,0.67919921875,0.94677734375
375,40,0.8865966796875,0.80322265625,0.92724609375
376,41,0.8751667301829268,0.36572265625,0.94384765625
377,42,0.8847888764880952,0.68408203125,0.94140625
378,42,0.8846028645833334,0.80908203125,0.935546875
379,44,0.8679143732244318,0.350341796875,0.9384765625
380,45,0.8552625868055556,0.301513671875,0.92578125
381,43,0.8828579215116279,0.63427734375,0.943359375
382,47,0.8333506482712766,0.2783203125,0.93310546875
383,49,0.8299834582270408,0.276611328125,0.93701171875
384,50,0.8334228515625,0.25830078125,0.94189453125
385,49,0.8322405133928571,0.257568359375,0.92529296875
386,50,0.829755859375,0.26220703125,0.92919921875
387,47,0.8661330202792553,0.357666015625,0.9326171875
388,48,0.8553619384765625,0.318359375,0.93359375
389,47,0.8726157330452128,0.273681640625,0.92578125
390,47,0.8758986452792553,0.322509765625,0.95556640625
391,47,0.8799399517952128,0.444580078125,0.93798828125
392,46,0.8896165930706522,0.8115234375,0.94873046875
393,49,0.8507653061224489,0.25390625,0.94189453125
394,48,0.8668263753255209,0.294189453125,0.958984375
395,49,0.8515674824617347,0.27197265625,0.9267578125
396,51,0.8464259727328431,0.34423828125,0.94482421875
397,49,0.8627630739795918,0.267333984375,0.9306640625
398,50,0.861181640625,0.2705078125,0.94189453125
399,49,0.8634307238520408,0.263671875,0.923828125
400,49,0.8718211894132653,0.28857421875,0.931640625
401,50,0.853779296875,0.273681640625,0.9306640625
402,49,0.8645318478954082,0.275146484375,0.9248046875
403,50,0.8532666015625,0.265869140625,0.93603515625
404,48,0.88140869140625,0.5390625,0.92236328125
405,49,0.8785973373724489,0.5869140625,0.93017578125
406,48,0.8887227376302084,0.8251953125,0.93115234375
407,48,0.8885091145833334,0.7841796875,0.92919921875
408,49,0.8736348054846939,0.36572265625,0.943359375
409,49,0.8792002152423469,0.296630859375,0.95654296875
410,51,0.8653301164215687,0.29833984375,0.93505859375
411,51,0.8662540211397058,0.3056640625,0.9482421875
412,50,0.8777587890625,0.303955078125,0.9326171875
413,54,0.8418646918402778,0.264404296875,0.9365234375
414,52,0.8676898662860577,0.368408203125,0.94873046875
415,52,0.8600745567908654,0.319580078125,0.93017578125
416,53,0.858154296875,0.29345703125,0.93115234375
417,51,0.8676087622549019,0.286865234375,0.93017578125
418,51,0.8796530330882353,0.611328125,0.9365234375
419,51,0.8845358455882353,0.5859375,0.94775390625
420,53,0.8677402712264151,0.39599609375,0.93701171875
421,54,0.8582085503472222,0.27197265625,0.927734375
422,54,0.8535427517361112,0.2724609375,0.93896484375
423,54,0.8602340133101852,0.33447265625,0.93505859375
424,57,0.838708710252193,0.265869140625,0.9267578125
425,55,0.8580122514204546,0.259033203125,0.9326171875
426,56,0.84979248046875,0.2783203125,0.92822265625
427,57,0.8360274465460527,0.29345703125,0.92822265625
428,56,0.8518938337053571,0.404541015625,0.9306640625
429,55,0.8596280184659091,0.271240234375,0.94140625
430,56,0.8567112513950893,0.26708984375,0.9365234375
431,55,0.8612526633522727,0.28466796875,0.94580078125
432,55,0.8562544389204545,0.267333984375,0.93310546875
433,54,0.8751401548032407,0.299072265625,0.9443359375
434,57,0.8488127055921053,0.254638671875,0.9423828125
435,56,0.8660757882254464,0.43115234375,0.93798828125
436,57,0.8626601905153509,0.32421875,0.93017578125
437,57,0.8468510142543859,0.291748046875,0.9228515625
438,56,0.8652256556919643,0.336669921875,0.9267578125
439,56,0.869384765625,0.341064453125,0.94677734375
440,56,0.87567138671875,0.515625,0.93994140625
441,56,0.869384765625,0.33203125,0.93017578125
442,57,0.8541152686403509,0.282958984375,0.9404296875
443,55,0.8817294034090909,0.4609375,0.9423828125
444,58,0.8531325767780172,0.2763671875,0.94482421875
445,57,0.8646561472039473,0.306640625,0.9384765625
446,58,0.854058627424569,0.27001953125,0.9365234375
447,58,0.8467386179956896,0.280517578125,0.931640625
448,57,0.8588353207236842,0.34375,0.94287109375
449,58,0.8535535088900862,0.30078125,0.94091796875
450,59,0.8561680680614406,0.2880859375,0.93994140625
451,57,0.8755867941337719,0.264404296875,0.93310546875
452,59,0.8621681342690678,0.31103515625,0.9365234375
453,58,0.8754419787176724,0.441650390625,0.931640625
454,60,0.8542399088541667,0.27197265625,0.935546875
455,60,0.8608846028645833,0.302734375,0.94287109375
456,60,0.8676798502604167,0.369873046875,0.92431640625
457,61,0.8572257620389344,0.28857421875,0.9462890625
458,58,0.8748147898706896,0.470703125,0.92919921875
459,59,0.865474377648305,0.37109375,0.92626953125
460,59,0.8678992319915254,0.42529296875,0.94091796875
461,58,0.8715736126077587,0.37841796875,0.935546875
462,59,0.8590191340042372,0.25244140625,0.9365234375
463,59,0.8576784295550848,0.28369140625,0.927734375
464,60,0.8536783854166666,0.265869140625,0.93408203125
465,59,0.8642040188029662,0.390380859375,0.9404296875
466,59,0.8650067862817796,0.36376953125,0.9228515625
467,61,0.8442142674180327,0.251220703125,0.93798828125
468,60,0.8522786458333333,0.2685546875,0.9248046875
469,60,0.8555013020833333,0.253173828125,0.91943359375
470,57,0.8799342105263158,0.5400390625,0.93798828125
471,57,0.8735694216008771,0.26806640625,0.927734375
472,59,0.862106064618644,0.33935546875,0.939453125
473,59,0.8555349576271186,0.263671875,0.92626953125
474,59,0.8650233381885594,0.312744140625,0.93212890625
475,61,0.8473240586577869,0.255615234375,0.939453125
476,60,0.85325927734375,0.273681640625,0.92529296875
477,61,0.8554887615266393,0.3603515625,0.93994140625
478,61,0.8510221887807377,0.30810546875,0.9267578125
479,59,0.8695709745762712,0.42626953125,0.93408203125
480,59,0.8657764499470338,0.320068359375,0.9375
481,60,0.85997314453125,0.2744140625,0.9248046875
482,61,0.8526471247438525,0.333740234375,0.9423828125
483,62,0.8373826549899194,0.262939453125,0.927734375
484,61,0.8557969390368853,0.3115234375,0.9375
485,61,0.8505579213627049,0.3056640625,0.939453125
486,61,0.8473400678790983,0.282958984375,0.923828125
487,60,0.8598673502604167,0.43505859375,0.94677734375
488,62,0.8420134513608871,0.318359375,0.9404296875
489,60,0.86392822265625,0.346435546875,0.9345703125
490,60,0.8563273111979167,0.3408203125,0.9453125
491,59,0.8658054157838984,0.42431640625,0.92724609375
492,62,0.8472073462701613,0.264404296875,0.94482421875
493,62,0.853302986391129,0.34521484375,0.935546875
494,61,0.8644779392930327,0.436767578125,0.93310546875
495,63,0.8511129712301587,0.306884765625,0.94921875
496,63,0.8499116443452381,0.285888671875,0.93896484375
497,64,0.8530044555664062,0.3798828125,0.95166015625
498,66,0.833740234375,0.253173828125,0.94384765625
499,64,0.8477020263671875,0.2958984375,0.93701171875
500,64,0.85784912109375,0.392333984375,0.9423828125
501,63,0.8620721726190477,0.39794921875,0.9404296875
502,64,0.8460655212402344,0.286865234375,0.94677734375
503,64,0.8515701293945312,0.313232421875,0.9423828125
504,63,0.8529537140376984,0.316650390625,0.9384765625
505,66,0.84375,0.282958984375,0.95166015625
506,65,0.8470440204326923,0.333251953125,0.94140625
507,65,0.8481557992788461,0.271240234375,0.9384765625
508,63,0.8524344308035714,0.281494140625,0.9345703125
509,62,0.8553939327116935,0.33056640625,0.92919921875
510,63,0.8466021825396826,0.313232421875,0.9501953125
511,63,0.8448389446924603,0.26123046875,0.939453125
512,60,0.8687744140625,0.4130859375,0.93115234375
513,62,0.8607177734375,0.253173828125,0.9482421875
514,61,0.8610759797643442,0.373046875,0.93896484375
515,64,0.8298606872558594,0.250244140625,0.94482421875
516,62,0.842072517641129,0.2744140625,0.93896484375
517,61,0.8562051741803278,0.276611328125,0.9365234375
518,59,0.8780083090572034,0.328857421875,0.947265625
519,59,0.8757158699682204,0.390380859375,0.93115234375
520,62,0.8582724294354839,0.329345703125,0.94091796875
521,62,0.8628756615423387,0.276611328125,0.94384765625
522,60,0.8771565755208334,0.4970703125,0.94287109375
523,61,0.8741114882172131,0.4990234375,0.94677734375
524,62,0.8600286668346774,0.280517578125,0.93115234375
525,60,0.87791748046875,0.400634765625,0.93896484375
526,61,0.8689765304815574,0.361083984375,0.9541015625
527,61,0.8663350089651639,0.276611328125,0.94482421875
528,64,0.8486061096191406,0.27978515625,0.94482421875
529,62,0.8602491809475806,0.2744140625,0.95166015625
530,63,0.8474276103670635,0.263671875,0.951171875
531,61,0.878602074795082,0.46875,0.94677734375
532,62,0.8633678805443549,0.369384765625,0.94140625
533,68,0.8153614717371324,0.262451171875,0.9453125
534,65,0.8431415264423077,0.30029296875,0.95458984375
535,65,0.8315392127403847,0.2685546875,0.931640625
536,66,0.8355084043560606,0.2724609375,0.95166015625
537,68,0.8126902860753676,0.2509765625,0.95654296875
538,69,0.8028475996376812,0.253173828125,0.96044921875
539,65,0.8276630108173076,0.279541015625,0.95263671875
540,62,0.8466363722278226,0.256103515625,0.94287109375
541,58,0.8824168238146551,0.38037109375,0.95166015625
542,63,0.8513299851190477,0.2998046875,0.95947265625
543,64,0.8376350402832031,0.26513671875,0.94189453125
544,63,0.8426649305555556,0.277099609375,0.953125
545,64,0.8387870788574219,0.366943359375,0.94921875
546,63,0.8517368861607143,0.28369140625,0.95166015625
547,63,0.8450133308531746,0.254638671875,0.962890625
548,62,0.8503929876512096,0.338623046875,0.94580078125
549,64,0.8249702453613281,0.27197265625,0.95556640625
550,63,0.8545580667162699,0.338134765625,0.95654296875
551,61,0.8505018890881147,0.30908203125,0.94189453125
552,61,0.8530633644979508,0.25048828125,0.95361328125
553,64,0.8389816284179688,0.267333984375,0.9560546875
554,62,0.8382332094254032,0.253173828125,0.95166015625
555,61,0.8452588691086066,0.35302734375,0.94873046875
556,60,0.8336954752604167,0.251708984375,0.95068359375
557,59,0.8374395855402542,0.275146484375,0.9501953125
558,57,0.8687337239583334,0.377197265625,0.97509765625
559,59,0.8422520524364406,0.345458984375,0.94921875
560,56,0.864715576171875,0.37841796875,0.958984375
561,58,0.8427271349676724,0.289306640625,0.953125
562,55,0.8642178622159091,0.30322265625,0.95068359375
563,55,0.8650435014204545,0.32080078125,0.947265625
564,56,0.862579345703125,0.384521484375,0.953125
565,56,0.8602164132254464,0.368408203125,0.95703125
566,57,0.8543636924342105,0.287841796875,0.955078125
567,58,0.8353145204741379,0.30078125,0.94482421875
568,55,0.8695623224431818,0.394287109375,0.953125
569,58,0.8337739089439655,0.303955078125,0.955078125
570,57,0.8279622395833334,0.2783203125,0.9560546875
571,55,0.8383655894886364,0.275146484375,0.95458984375
572,55,0.8166148792613637,0.29150390625,0.95166015625
573,53,0.8149782576650944,0.2958984375,0.95361328125
574,50,0.8482177734375,0.269287109375,0.9541015625
575,50,0.84544921875,0.25341796875,0.951171875
576,50,0.85466796875,0.260498046875,0.94873046875
577,49,0.8683533960459183,0.2998046875,0.94775390625
578,51,0.8383693321078431,0.267333984375,0.95068359375
579,50,0.8578759765625,0.389892578125,0.94189453125
580,51,0.8452818627450981,0.2880859375,0.94677734375
581,50,0.843876953125,0.291748046875,0.9501953125
582,49,0.8539291693239796,0.35009765625,0.94677734375
583,50,0.836318359375,0.264404296875,0.9365234375
584,50,0.8452294921875,0.2841796875,0.935546875
